chr,pos,snp,cases,pvalue,ratio,gene,phenotype,gwas,number
chr6,151914113,rs3757318,1950,0.003335,1.264,C6orf97,Atrial fibrillation,Breast cancer,138
chr19,11195030,rs11668477,1950,0.003339,1.178,LDLR,Atrial fibrillation,LDL Cholesterol,138
chr6,151901409,rs4870044,102,0.003412,1.542,C6orf97,Prolapse of vaginal vault after hysterectomy,"Bone mineral density (hip), Bone mineral density",138
chr6,151901409,rs4870044,137,0.003704,1.447,C6orf97,Facial nerve disorders,"Bone mineral density (hip), Bone mineral density",138
chr19,11195030,rs11668477,146,0.003705,1.492,LDLR,Pericarditis,LDL Cholesterol,138
chr19,11210912,rs2228671,128,0.003732,1.622,LDLR,Other cerebral degenerations,"Total Cholesterol, LDL Cholesterol",138
chr6,151936677,rs6929137,1112,0.003793,1.152,C6orf97,Type 2 diabetic ketoacidosis,Bone mineral density,138
chr6,151914113,rs3757318,1005,0.003816,1.282,C6orf97,Cerebral ischemia,Breast cancer,138
chr6,151936677,rs6929137,595,0.003822,1.212,C6orf97,Schizophrenia and other psychotic disorders,Bone mineral density,138
chr6,151914113,rs3757318,2041,0.00414,1.253,C6orf97,Atrial fibrillation & flutter,Breast cancer,138
chr6,151914113,rs3757318,977,0.004202,1.281,C6orf97,Pleurisy; pleural effusion,Breast cancer,138
chr19,11195030,rs11668477,362,0.004335,1.299,LDLR,Carditis,LDL Cholesterol,138
chr19,11195030,rs11668477,1854,0.004373,1.161,LDLR,Systolic/diastolic heart failure,LDL Cholesterol,138
chr19,11202306,rs6511720,220,0.004468,1.495,LDLR,Retinal edema and hypertensive retinopathy,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,2286,0.00484,1.17,LDLR,Other peripheral nerve disorders,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,1503,0.004869,1.193,LDLR,Other arthropathies,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,460,0.004986,1.37,LDLR,Diverticulitis,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151936677,rs6929137,202,0.005102,1.341,C6orf97,Other immunological findings,Bone mineral density,138
chr19,11210912,rs2228671,459,0.005372,1.331,LDLR,Reflux esophagitis,"Total Cholesterol, LDL Cholesterol",138
chr19,11210912,rs2228671,460,0.005384,1.359,LDLR,Diverticulitis,"Total Cholesterol, LDL Cholesterol",138
chr19,11210912,rs2228671,160,0.005502,1.587,LDLR,Heartburn,"Total Cholesterol, LDL Cholesterol",138
chr19,11195030,rs11668477,439,0.005916,1.296,LDLR,Allergy/adverse effect of penicillin,LDL Cholesterol,138
chr6,151914113,rs3757318,487,0.006,1.388,C6orf97,Voice disturbance,Breast cancer,138
chr19,11210912,rs2228671,295,0.006004,1.4,LDLR,Unspecified local infection of skin and subcutaneous tissue,"Total Cholesterol, LDL Cholesterol",138
chr19,11195030,rs11668477,517,0.006059,1.257,LDLR,Pathologic fracture,LDL Cholesterol,138
chr6,151914113,rs3757318,951,0.006137,1.273,C6orf97,Transient cerebral ischemia,Breast cancer,138
chr6,151901409,rs4870044,1015,0.006824,1.157,C6orf97,Fracture of upper limb,"Bone mineral density (hip), Bone mineral density",138
chr6,151914113,rs3757318,126,0.006942,1.723,C6orf97,Patellar fracture,Breast cancer,138
chr6,151914113,rs3757318,533,0.006997,1.352,C6orf97,Diabetic retinopathy,Breast cancer,138
chr19,11202306,rs6511720,1290,0.007568,1.237,LDLR,Cardiac arrhythmia NOS,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11195030,rs11668477,160,0.008497,1.445,LDLR,Heartburn,LDL Cholesterol,138
chr19,11210912,rs2228671,565,0.009722,1.262,LDLR,Diseases of white blood cells,"Total Cholesterol, LDL Cholesterol",138
chr6,151936677,rs6929137,859,0.009893,1.154,C6orf97,Corns and callosities,Bone mineral density,138
chr19,11210912,rs2228671,2204,0.01001,1.152,LDLR,Other headache syndromes,"Total Cholesterol, LDL Cholesterol",138
chr19,11195030,rs11668477,463,0.01003,1.272,LDLR,Atrial flutter,LDL Cholesterol,138
chr6,151901409,rs4870044,253,0.01003,1.298,C6orf97,Corneal dystrophy,"Bone mineral density (hip), Bone mineral density",138
chr19,11202306,rs6511720,459,0.01018,1.31,LDLR,Reflux esophagitis,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11195030,rs11668477,590,0.01028,1.24,LDLR,Poisoning by antibiotics,LDL Cholesterol,138
chr6,151933175,rs1038304,348,0.01046,1.227,C6orf97,Insect bite,"Bone mineral density (hip), Bone mineral density",138
chr19,11210912,rs2228671,137,0.01062,1.578,LDLR,Cardiac arrest & ventricular fibrillation,"Total Cholesterol, LDL Cholesterol",138
chr6,151936677,rs6929137,126,0.01082,1.393,C6orf97,Patellar fracture,Bone mineral density,138
chr6,151914113,rs3757318,393,0.01083,1.373,C6orf97,Aphasia/speech disturbance,Breast cancer,138
chr19,11195030,rs11668477,162,0.0111,1.403,LDLR,Pulmonary congestion and hypostasis,LDL Cholesterol,138
chr19,11195030,rs11668477,460,0.01114,1.26,LDLR,Diverticulitis,LDL Cholesterol,138
chr19,11202306,rs6511720,565,0.01138,1.263,LDLR,Diseases of white blood cells,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11210912,rs2228671,272,0.01157,1.362,LDLR,Bladder cancer,"Total Cholesterol, LDL Cholesterol",138
chr6,151933175,rs1038304,786,0.01159,1.149,C6orf97,Purpura and other hemorrhagic conditions,"Bone mineral density (hip), Bone mineral density",138
chr19,11195030,rs11668477,747,0.01169,1.206,LDLR,Photodermatitis & sunburn,LDL Cholesterol,138
chr19,11210912,rs2228671,288,0.01205,1.35,LDLR,Bladder cancer and neoplasms,"Total Cholesterol, LDL Cholesterol",138
chr6,151936677,rs6929137,254,0.01231,1.279,C6orf97,Peripheral retinal degenerations,Bone mineral density,138
chr6,151914113,rs3757318,972,0.0127,1.305,C6orf97,Hypertensive heart and/or renal disease,Breast cancer,138
chr6,151901409,rs4870044,212,0.01324,1.299,C6orf97,Other disorders of thyroid,"Bone mineral density (hip), Bone mineral density",138
chr6,151914113,rs3757318,1290,0.0135,1.254,C6orf97,Cardiac arrhythmia NOS,Breast cancer,138
chr19,11210912,rs2228671,1290,0.01405,1.214,LDLR,Cardiac arrhythmia NOS,"Total Cholesterol, LDL Cholesterol",138
chr6,151936677,rs6929137,132,0.01414,1.367,C6orf97,Fracture of clavicle or scapula,Bone mineral density,138
chr19,11195030,rs11668477,2191,0.01417,1.117,LDLR,Coagulation defects,LDL Cholesterol,138
chr6,151933175,rs1038304,703,0.0143,1.147,C6orf97,Insomnia,"Bone mineral density (hip), Bone mineral density",138
chr6,151936677,rs6929137,498,0.01433,1.186,C6orf97,Type 2 diabetic retinopathy,Bone mineral density,138
chr19,11210912,rs2228671,2761,0.0144,1.158,LDLR,Diverticulosis and diverticulitis,"Total Cholesterol, LDL Cholesterol",138
chr6,151936677,rs6929137,987,0.01471,1.138,C6orf97,Fracture of lower limb,Bone mineral density,138
chr6,151914113,rs3757318,261,0.01477,1.433,C6orf97,Develomental delays and disorders,Breast cancer,138
chr6,151933175,rs1038304,366,0.01501,1.206,C6orf97,Neutropenia,"Bone mineral density (hip), Bone mineral density",138
chr19,11195030,rs11668477,1262,0.01506,1.151,LDLR,Palpitations,LDL Cholesterol,138
chr6,151933175,rs1038304,331,0.0151,1.223,C6orf97,Other symptoms referable to back,"Bone mineral density (hip), Bone mineral density",138
chr19,11202306,rs6511720,295,0.01512,1.355,LDLR,Unspecified local infection of skin and subcutaneous tissue,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,766,0.01518,1.273,LDLR,Chronic venous insufficiency,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151936677,rs6929137,815,0.01531,1.151,C6orf97,"Keratoderma, acquired",Bone mineral density,138
chr19,11202306,rs6511720,919,0.01543,1.224,LDLR,Venous embolism & thrombosis,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151933175,rs1038304,919,0.0156,1.14,C6orf97,Venous embolism & thrombosis,"Bone mineral density (hip), Bone mineral density",138
chr6,151901409,rs4870044,185,0.01583,1.317,C6orf97,Fracture of pelvis,"Bone mineral density (hip), Bone mineral density",138
chr19,11202306,rs6511720,2191,0.01603,1.144,LDLR,Coagulation defects,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,2012,0.01608,1.15,LDLR,Hemorrhagic disorder due to intrinsic circulating anticoagulants,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,238,0.01632,1.382,LDLR,Vitamin D deficiency,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151914113,rs3757318,533,0.01633,1.308,C6orf97,Respiratory failure; insufficiency; arrest,Breast cancer,138
chr6,151914113,rs3757318,124,0.01648,1.625,C6orf97,Urethral stricture (not specified as infectious),Breast cancer,138
chr6,151901409,rs4870044,1228,0.01652,1.133,C6orf97,Chronic ischemic heart disease,"Bone mineral density (hip), Bone mineral density",138
chr19,11195030,rs11668477,5116,0.01682,1.095,LDLR,Cardiac dysrhythmias,LDL Cholesterol,138
chr19,11195030,rs11668477,2027,0.01686,1.144,LDLR,Disorders of vitreous body,LDL Cholesterol,138
chr19,11202306,rs6511720,399,0.01717,1.317,LDLR,"Osteoarthrosis; localized, primary","Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151936677,rs6929137,1581,0.01721,1.122,C6orf97,Other specified cardiac dysrhythmias,Bone mineral density,138
chr6,151936677,rs6929137,796,0.01722,1.158,C6orf97,Dysthymic disorder,Bone mineral density,138
chr6,151914113,rs3757318,3459,0.01725,1.143,C6orf97,Other anemias,Breast cancer,138
chr6,151901409,rs4870044,539,0.01726,1.179,C6orf97,Polyneuropathy in diabetes,"Bone mineral density (hip), Bone mineral density",138
chr6,151914113,rs3757318,363,0.01743,1.365,C6orf97,Diseases of blood and blood-forming organs,Breast cancer,138
chr6,151914113,rs3757318,659,0.01766,1.288,C6orf97,Diseases of the larynx and vocal cords,Breast cancer,138
chr19,11202306,rs6511720,146,0.0177,1.483,LDLR,Pericarditis,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151914113,rs3757318,268,0.0177,1.434,C6orf97,Heart failure NOS,Breast cancer,138
chr19,11195030,rs11668477,268,0.01773,1.302,LDLR,Heart failure NOS,LDL Cholesterol,138
chr19,11195030,rs11668477,331,0.01774,1.272,LDLR,Pathologic fracture of vertebrae,LDL Cholesterol,138
chr6,151936677,rs6929137,533,0.01779,1.17,C6orf97,Respiratory failure; insufficiency; arrest,Bone mineral density,138
chr6,151936677,rs6929137,632,0.01822,1.171,C6orf97,Symptoms associated with female genital organs,Bone mineral density,138
chr6,151901409,rs4870044,621,0.01838,1.17,C6orf97,Fracture of radius and ulna,"Bone mineral density (hip), Bone mineral density",138
chr6,151936677,rs6929137,1829,0.01842,1.103,C6orf97,Abnormal glucose,Bone mineral density,138
chr19,11195030,rs11668477,2012,0.01856,1.117,LDLR,Hemorrhagic disorder due to intrinsic circulating anticoagulants,LDL Cholesterol,138
chr6,151914113,rs3757318,684,0.01885,1.267,C6orf97,Pulmonary collapse; interstitial/compensatory emphysema,Breast cancer,138
chr19,11210912,rs2228671,919,0.01887,1.214,LDLR,Venous embolism & thrombosis,"Total Cholesterol, LDL Cholesterol",138
chr6,151933175,rs1038304,102,0.01888,1.4,C6orf97,Hypersomnia,"Bone mineral density (hip), Bone mineral density",138
chr19,11210912,rs2228671,439,0.01903,1.308,LDLR,Allergy/adverse effect of penicillin,"Total Cholesterol, LDL Cholesterol",138
chr19,11210912,rs2228671,590,0.01925,1.271,LDLR,Poisoning by antibiotics,"Total Cholesterol, LDL Cholesterol",138
chr19,11202306,rs6511720,2203,0.01955,1.147,LDLR,Dermatosis NOS,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,4527,0.0196,1.128,LDLR,Osteoarthrosis NOS,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151914113,rs3757318,212,0.01965,1.473,C6orf97,Other disorders of thyroid,Breast cancer,138
chr19,11202306,rs6511720,487,0.01971,1.272,LDLR,Voice disturbance,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11195030,rs11668477,238,0.01996,1.3,LDLR,Diseases of the salivary glands,LDL Cholesterol,138
chr19,11195030,rs11668477,237,0.02005,1.334,LDLR,Hypertensive heart disease,LDL Cholesterol,138
chr6,151914113,rs3757318,1581,0.02033,1.214,C6orf97,Other specified cardiac dysrhythmias,Breast cancer,138
chr19,11210912,rs2228671,2137,0.02064,1.137,LDLR,Edema,"Total Cholesterol, LDL Cholesterol",138
chr19,11195030,rs11668477,325,0.02083,1.255,LDLR,Carcinoma in situ of skin,LDL Cholesterol,138
chr6,151914113,rs3757318,605,0.02105,1.282,C6orf97,Hypotension NOS,Breast cancer,138
chr6,151901409,rs4870044,644,0.02122,1.158,C6orf97,Type 2 diabetic neuropathy,"Bone mineral density (hip), Bone mineral density",138
chr6,151933175,rs1038304,1567,0.02143,1.097,C6orf97,Dislocation,"Bone mineral density (hip), Bone mineral density",138
chr6,151936677,rs6929137,290,0.02149,1.222,C6orf97,Sepsis and SIRS,Bone mineral density,138
chr19,11210912,rs2228671,238,0.02149,1.351,LDLR,Vitamin D deficiency,"Total Cholesterol, LDL Cholesterol",138
chr19,11202306,rs6511720,118,0.02206,1.55,LDLR,Chorioretinal scars,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151901409,rs4870044,236,0.02222,1.259,C6orf97,Respiratory insufficiency,"Bone mineral density (hip), Bone mineral density",138
chr6,151914113,rs3757318,243,0.02232,1.424,C6orf97,Cholelithiasis with other cholecystitis,Breast cancer,138
chr6,151901409,rs4870044,8185,0.02235,1.078,C6orf97,Hypertension,"Bone mineral density (hip), Bone mineral density",138
chr19,11195030,rs11668477,546,0.02238,1.194,LDLR,Primary/intrinsic cardiomyopathies,LDL Cholesterol,138
chr19,11202306,rs6511720,2137,0.02238,1.138,LDLR,Edema,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,160,0.0228,1.487,LDLR,Heartburn,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151914113,rs3757318,2860,0.02293,1.147,C6orf97,Anemia NOS,Breast cancer,138
chr6,151901409,rs4870044,1290,0.02295,1.135,C6orf97,Cardiac arrhythmia NOS,"Bone mineral density (hip), Bone mineral density",138
chr6,151914113,rs3757318,237,0.02342,1.493,C6orf97,Hypertensive heart disease,Breast cancer,138
chr6,151933175,rs1038304,332,0.02365,1.213,C6orf97,Disorders of optic nerve and visual pathways,"Bone mineral density (hip), Bone mineral density",138
chr6,151914113,rs3757318,2044,0.02383,1.18,C6orf97,Heart failure,Breast cancer,138
chr19,11202306,rs6511720,5272,0.02434,1.115,LDLR,Osteoarthrosis,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,368,0.0244,1.295,LDLR,Psoriasis & related disorders,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11202306,rs6511720,2761,0.02493,1.148,LDLR,Diverticulosis and diverticulitis,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151936677,rs6929137,977,0.02501,1.122,C6orf97,Pleurisy; pleural effusion,Bone mineral density,138
chr6,151901409,rs4870044,8134,0.02514,1.076,C6orf97,Essential hypertension,"Bone mineral density (hip), Bone mineral density",138
chr6,151936677,rs6929137,3122,0.02534,1.076,C6orf97,Type 2 diabetes,Bone mineral density,138
chr19,11195030,rs11668477,1503,0.02587,1.121,LDLR,Other arthropathies,LDL Cholesterol,138
chr19,11195030,rs11668477,706,0.02596,1.171,LDLR,Swelling of limb,LDL Cholesterol,138
chr6,151933175,rs1038304,398,0.02613,1.179,C6orf97,Decreased white blood cell count,"Bone mineral density (hip), Bone mineral density",138
chr19,11202306,rs6511720,252,0.02649,1.411,LDLR,"Macular degeneration, wet","Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr19,11210912,rs2228671,314,0.02691,1.35,LDLR,Other disorders of ear,"Total Cholesterol, LDL Cholesterol",138
chr19,11195030,rs11668477,116,0.02711,1.428,LDLR,Optic atrophy,LDL Cholesterol,138
chr19,11210912,rs2228671,3286,0.02758,1.128,LDLR,Urinary tract infection,"Total Cholesterol, LDL Cholesterol",138
chr19,11210912,rs2228671,183,0.02785,1.386,LDLR,Streptococcus infection,"Total Cholesterol, LDL Cholesterol",138
chr19,11202306,rs6511720,362,0.02799,1.281,LDLR,Carditis,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151933175,rs1038304,126,0.02822,1.329,C6orf97,Ulcer of esophagus,"Bone mineral density (hip), Bone mineral density",138
chr19,11195030,rs11668477,103,0.02847,1.435,LDLR,Sialoadenitis,LDL Cholesterol,138
chr6,151933175,rs1038304,186,0.02851,1.273,C6orf97,Corneal opacity,"Bone mineral density (hip), Bone mineral density",138
chr19,11210912,rs2228671,1948,0.0286,1.133,LDLR,Gastrointestinal hemorrhage,"Total Cholesterol, LDL Cholesterol",138
chr6,151901409,rs4870044,270,0.02861,1.229,C6orf97,Disorders of other cranial nerves,"Bone mineral density (hip), Bone mineral density",138
chr6,151914113,rs3757318,302,0.02873,1.38,C6orf97,Deep vein thrombosis,Breast cancer,138
chr19,11202306,rs6511720,137,0.02888,1.493,LDLR,Cardiac arrest & ventricular fibrillation,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
chr6,151914113,rs3757318,481,0.02894,1.307,C6orf97,Peripheral or central vertigo,Breast cancer,138
chr6,151936677,rs6929137,389,0.0294,1.181,C6orf97,Nephritis; nephrosis; renal sclerosis,Bone mineral density,138
chr6,151901409,rs4870044,498,0.02982,1.169,C6orf97,Type 2 diabetic retinopathy,"Bone mineral density (hip), Bone mineral density",138
chr6,151901409,rs4870044,4085,0.03004,1.074,C6orf97,Ischemic Heart Disease,"Bone mineral density (hip), Bone mineral density",138
chr6,151936677,rs6929137,154,0.03059,1.296,C6orf97,Acute periodontitis,Bone mineral density,138
chr19,11210912,rs2228671,2012,0.03075,1.132,LDLR,Hemorrhagic disorder due to intrinsic circulating anticoagulants,"Total Cholesterol, LDL Cholesterol",138
chr19,11210912,rs2228671,2483,0.03127,1.147,LDLR,Diverticulosis,"Total Cholesterol, LDL Cholesterol",138
chr6,151933175,rs1038304,332,0.03133,1.186,C6orf97,Benign neoplasm of eye,"Bone mineral density (hip), Bone mineral density",138
chr19,11195030,rs11668477,524,0.03142,1.199,LDLR,Disorders of binocular eye movements,LDL Cholesterol,138
chr19,11210912,rs2228671,504,0.03148,1.239,LDLR,Stiffness of joint,"Total Cholesterol, LDL Cholesterol",138
chr6,151936677,rs6929137,112,0.03159,1.347,C6orf97,Dysmetabolic syndrome X,Bone mineral density,138
chr19,11195030,rs11668477,803,0.03187,1.156,LDLR,Rash and other nonspecific skin eruption,LDL Cholesterol,138
chr6,151914113,rs3757318,1228,0.03246,1.201,C6orf97,Chronic ischemic heart disease,Breast cancer,138
chr19,11210912,rs2228671,1503,0.03274,1.142,LDLR,Other arthropathies,"Total Cholesterol, LDL Cholesterol",138
chr19,11210912,rs2228671,204,0.03285,1.352,LDLR,Other pulmonary inflamation or edema,"Total Cholesterol, LDL Cholesterol",138
chr19,11195030,rs11668477,487,0.03299,1.2,LDLR,Voice disturbance,LDL Cholesterol,138
chr19,11210912,rs2228671,1939,0.03302,1.142,LDLR,Hematuria,"Total Cholesterol, LDL Cholesterol",138
chr19,11202306,rs6511720,288,0.03312,1.299,LDLR,Bladder cancer and neoplasms,"Total Cholesterol, Lipoprotein-associated phospholipase A2 activity concentrations, LDL Cholesterol, Carotid plaque",138
